DOI,Title,Type
10.1158/1538-7445.sabcs22-p5-05-02,Abstract P5-05-02: Estrogen receptor 1 (ESR1) mutations in circulating tumor DNA (ctDNA) from patients with ER+/HER2- metastatic breast cancer (mBC) treated with lasofoxifene plus abemaciclib in the ELAINE 2 study,journal-article
10.1158/1538-7445.sabcs22-p4-01-06,"Abstract P4-01-06: LP-184, an acylfulvene class small molecule therapeutic, is synthetically lethal in HR deficient and PARP inhibitor resistant triple negative breast cancer",journal-article
10.1158/1538-7445.sabcs22-p3-07-10,Abstract P3-07-10: CCTG IND.236: A Phase 1b trial of combined CFI-402257 and weekly paclitaxel in patients with HER2-negative (HER2-) advanced breast cancer (aBC),journal-article
10.1158/1538-7445.sabcs22-p2-20-11,Abstract P2-20-11: Progesterone impacts the growth and immune cell infiltration of murine mammary gland tumors,journal-article
10.1158/1538-7445.sabcs22-ed5-3,Abstract ED5-3: Financial toxicity,journal-article
10.1158/1538-7755.asgcr23-abstract-24,Abstract 24: Comparison Between the White Skin Color Distribution on the Brazil and Diagnoses of Nonmelanoma Skin Cancer,journal-article
10.1158/1538-7755.asgcr23-abstract-67,Abstract 67: Perceived Factors for Late Diagnosis in Women With Advanced Breast Cancer in Northern Tanzania,journal-article
10.1158/1538-7445.prca2023-a046,Abstract A046: Integrated genomic analysis of primary prostate tumor foci and corresponding lymph node metastases identifies pathways associated with metastatic disease,journal-article
10.1158/1538-7445.sabcs22-p4-03-39,Abstract P4-03-39: Breast density and Body Mass Index association with breast cancer molecular subtypes in early breast cancer Spanish population,journal-article
10.1158/1538-7445.sabcs22-p2-03-18,Abstract P2-03-18: Clinical use of Breast Cancer Index for prediction of late breast cancer recurrence and prediction of benefit in extended endocrine therapy: A single institution experience,journal-article
10.1158/1538-7445.sabcs22-ws2-3,Abstract WS2-3: Therapy-induced senescence: Friend or foe?,journal-article
10.1158/1538-7445.sabcs22-p2-14-05,Abstract P2-14-05: Patient rather than tumor factors predict contralateral prophylactic mastectomy for inflammatory breast cancer,journal-article
10.1158/1538-7445.sabcs22-p1-10-17,Abstract P1-10-17: Axillary radiotherapy in selected patients with a preoperative diagnosis of lymph node involvement is a safe alternative to axillary lymph node dissection,journal-article
10.1158/1538-7445.sabcs22-p2-26-21,Abstract P2-26-21: The Principal Factors Associated with Engraftment Success of Patient-Derived Xenograft of Breast Cancer,journal-article
10.1158/1538-7445.sabcs22-p5-02-36,Abstract P5-02-36: Proteogenomic profiling of fresh frozen core biopsies from CALGB 40601,journal-article
10.1158/1538-7445.sabcs22-p2-16-09,Abstract P2-16-09: Dual Specific Phosphatase-7 (DUSP7/PYST2) and its role in regulating vascular endothelial functions,journal-article
10.1158/1538-7445.sabcs22-p4-07-59,Abstract P4-07-59: Management of Isolated Contralateral Axillary Lymph Node Metastasis in Breast Cancer: A Single Institution Experience,journal-article
10.1158/1538-7445.sabcs22-p5-02-21,Abstract P5-02-21: RAB5 is a generic biomarker for ADC efficacy,journal-article
10.1158/1538-7755.disp22-c124,Abstract C124: Identifying cancer disparities in the University of Chicago catchment area,journal-article
10.1158/1538-7755.disp22-a057,Abstract A057: Determining community priorities for a cancer health equity dashboard for quality monitoring,journal-article
10.1158/1538-7755.disp22-b123,Abstract B123: Prevalence of COVID-19 among hematology/oncology patients and providers of a community-facing county health system during the B1.1.529 (“Omicron”) SARS-CoV-2 variant wave,journal-article
10.1158/1538-7755.disp22-a034,Abstract A034: Health-related quality of life among African American prostate cancer survivors enrolled in a lifestyle intervention program,journal-article
10.1158/1538-7755.disp22-b109,Abstract B109: Depression is a risk factor for noncompliance with antiviral medication treatment among Asian Americans with chronic hepatitis B,journal-article
10.1158/1538-7755.disp22-pr002,Abstract PR002: SPOP mutation is associated with higher immunogenicity in African American men compared to European American men with prostate cancer,journal-article
10.1158/1538-7755.disp22-b049,Abstract B049: Perceptions of gastric cancer screening in Asian Americans,journal-article
10.1158/1538-7755.disp22-c095,Abstract C095: Deconstructing the link between neighborhood disadvantage and triple negative breast cancer: Preliminary evidence in support of cumulative exposure to area-level risk factors,journal-article
10.1158/1538-7755.disp22-c115,"Abstract C115: Racial disparities in tumor profiling testing inferred from continental genetic ancestry determination of 100,000 cancer patients",journal-article
10.1158/1538-7445.am2023-5347,Abstract 5347: Selective targeting deacetylase 3 (HDAC3) and HDAC8 by PROTACs,journal-article
10.1158/1538-7445.am2023-6472,Abstract 6472: Self-reported knowledge of Δ9-tetrahydrocannabinol (THC) and cannabidiol (CBD) potency in cannabis products among cancer patients and survivors: Results from a survey of cannabis consumers at an NCI-designated cancer center,journal-article
10.1158/1538-7445.sabcs22-ot3-20-03,Abstract OT3-20-03: Refusal of Breast Surgery in Breast Cancer Patients With cCR After Neoadjuvant Systemic Therapy and Vacuum-assisted Biopsy (VAB) and SLNB Confirmed pCR. An interim report of the prospective non-randomized trial. NCT04293796,journal-article
10.1158/1535-7163.targ-23-a125,Abstract A125: Clinical evaluation of a functional combinatorial precision medicine platform to predict combination immunotherapy responses in hematological malignancies,journal-article
10.1158/1940-6215.precprev22-p048,Abstract P048: Development of the diagnostic method for pancreatic cancer using novel isolation technology of extracellular vesicles,journal-article
10.1158/1940-6215.precprev22-p059,Abstract P059: A case of stage I esophageal adenocarcinoma diagnosed using a multi-cancer early detection test,journal-article
10.1158/1940-6215.precprev22-p046,Abstract P046: CTLA4 targeted therapy using the lymphatic drug delivery system for treatment of metastatic lymph nodes,journal-article
10.1158/1538-7445.am2023-lb168,Abstract LB168: Efficacy analysis of the DeepNeo neoantigen prediction tool for antitumor vaccine development,journal-article
10.1158/1538-7445.am2023-lb351,Abstract LB351: A novel mouse model to interrogate the functional relationship between protein synthesis and antigen presentation in cancer,journal-article
10.1158/1538-7445.am2023-ct253,"Abstract CT253: Phase 1/2 study of the safety, pharmacokinetics, and preliminary clinical activity of BT7480 in patients with nectin-4 associated advanced malignancies",journal-article
10.1158/1538-7445.am2023-lb261,Abstract LB261: The Akt-IWS1 signaling axis regulates microRNA activity,journal-article
10.1158/1538-7445.am2023-lb327,"Abstract LB327: Discovery and characterization of ABSK112, a next-generation and potential best-in-class EGFR Exon20 mutant inhibitor with superior selectivity and brain penetration ability",journal-article
10.1158/1538-7755.disp22-b103,Abstract B103: Research partnership to address social needs in cancer care,journal-article
10.1158/1538-7445.am2023-lb074,Abstract LB074: Towards the next generation cancer dependency map,journal-article
10.1158/1538-7445.am2023-ct073,Abstract CT073: Efficacy of novel oral SERD elacestrant in fulvestrant-refractory hormone receptor-positive (HR+) breast cancer: a translational investigation,journal-article
10.1158/1538-7445.am2023-6200,Abstract 6200: PARP1 hyperactivation by the decoy oligodeoxynucleotide OX425 mediates DNA repair abrogation and unleashes the anti-tumor immune response,journal-article
10.1158/1538-7445.am2023-2440,Abstract 2440: HOTAIR functionality and regulation in ovarian cancer stem cells,journal-article
10.1158/1538-7445.am2023-2482,Abstract 2482: On the verge of metastasis: CTH defines a cell-state-dependent adaptive response to microenvironmental stresses,journal-article
10.1158/1538-7445.am2023-1593,Abstract 1593: Synergistic effect of SH003 and Docetaxel by targeting a metabolic pathway in non-small cell lung cancer cells,journal-article
10.1158/1538-7445.am2023-4912,Abstract 4912: Anticancer activity of Hsp90 inhibitor AUY922 in nasopharyngeal carcinoma and non-small cell lung cancer cells,journal-article
10.1158/1538-7445.am2023-2527,Abstract 2527: Investigation of doxorubicin interference in flow cytometry measurements of apoptosis and necrosis,journal-article
10.1158/1538-7445.am2023-5076,Abstract 5076: Combination PancVAX neo-epitope vaccine with anti-CTLA-4 and anti-PD-1 antibodies enhances infiltration of cytotoxic T cells and mitigates T cell exhaustion in a murine model of pancreatic ductal adenocarcinoma,journal-article
10.1158/1538-7445.am2023-5030,"Abstract 5030: Treatment of aromatase inhibitor-resistant cells with polyisoprenylated cysteinyl amide inhibitors stimulates the mitogen-activated protein kinase pathway enzymes, impedes cell proliferation and causes cell death",journal-article
10.1158/1538-7445.am2023-2646,Abstract 2646: Screening the membrane proteome to determine antibody specificity and de-risk CAR-T cell development,journal-article
10.1158/1538-7445.am2023-6062,Abstract 6062: Viral genome structure correlates with patterns of somatic alteration in human papillomavirus associated head and neck squamous cell carcinoma,journal-article
10.1158/1538-7445.am2023-2619,Abstract 2619: Characterization of RAS assembly architectures in living cells,journal-article
10.1158/1538-7445.am2023-3983,Abstract 3983: Defining the role of FANCA in breast cancer development and cell cycle progression,journal-article
10.1158/1538-7445.am2023-3418,Abstract 3418: Alterations in <i>PIK3CA/PTEN</i> as resistance mechanisms in lung cancer patients progressing on first-line next generation EGFR/ALK tyrosine kinase inhibitors,journal-article
10.1158/1538-7445.am2023-1272,Abstract 1272: Aberrantly exposed phosphatidylserine as a drug delivery target in pancreatic cancer,journal-article
10.1158/1538-7445.am2023-4454,Abstract 4454: Loss of CX3CL1 expression mediates immune evasion in <i>STK11</i> mutated lung adenocarcinomas,journal-article
10.1158/1538-7445.am2023-6630,Abstract 6630: Flow cytometry immunophenotyping using commercial antibodies to maximize detection of PD-1 in immuno-oncology (I-O) clinical studies with anti-PD-1 check point inhibitors,journal-article
10.1158/1538-7445.am2023-1856,Abstract 1856: Pemetrexed-cisplatin-bevacizumab combo in lung cancer models: impact on tumor immunity,journal-article
10.1158/1538-7445.am2023-2897,Abstract 2897: Overcoming barriers to the natural killer cell response against multiple myeloma: Manipulating the NKG2A/HLA-E checkpoint and CAR engineering of memory-like natural killer cells,journal-article
10.1158/1538-7445.am2023-2094,Abstract 2094: A user-friendly R Shiny app for predicting drug response of cancer using deep learning,journal-article
10.1158/1538-7445.am2023-5489,Abstract 5489: Synergistic activity of SCD1 blockade in combination with tyrosine kinase inhibitors lenvatinib and cabozantinib in hepatocellular carcinoma (HCC),journal-article
10.1158/1538-7445.am2023-359,Abstract 359: Pancreatic cancer cachexia is associated with infiltration of immune cells into sympathetic ganglia,journal-article
10.1158/1538-7445.am2023-2864,Abstract 2864: Selective suppression of melanoma lacking IFN-γ pathway by JAK inhibition depends on T cells and host TNF signaling,journal-article
10.1158/1538-7445.am2023-4162,Abstract 4162: T-cell metabolic profiling with bioluminescent assays,journal-article
10.1158/1538-7445.am2023-5571,Abstract 5571: FoxP3 absolute quantification to build an effective risk model for cancer patient survival,journal-article
10.1158/1538-7445.am2023-5426,Abstract 5426: Multi-omic characterization and predictive features of advanced ovarian cancer patients in a large phase III cohort,journal-article
10.1158/1538-7445.am2023-6516,Abstract 6516: Comparison study between a ketogenic diet and a high-fat diet on pancreatic cancer incidence in mice,journal-article
10.1158/1538-7445.am2023-3750,Abstract 3750: miR-590-3p inhibits multiple oncogenic nodes within the TGFBR2:SMAD2/3 pathway in recurrent GBM cells,journal-article
10.1158/1538-7445.am2023-33,Abstract 33: Humanized MOLM-13 AML model as a versatile tool to study immune-activating agents,journal-article
10.1158/1538-7445.am2023-4016,"Abstract 4016: Discovery of a small-molecule EGFR inhibitor that can potently target various EGFR mutants, including C797S mutant, in vitro and in vivo",journal-article
10.1158/1538-7445.am2023-4072,Abstract 4072: Class I HLA-independent lysis of immunotherapy-resistant melanoma by CD8 T cells,journal-article
10.1158/1538-7445.am2023-1095,Abstract 1095: Exploiting altered methionine metabolism to overcome treatment resistance in glioblastoma,journal-article
10.1158/1538-7445.am2023-5696,Abstract 5696: A prognostic machine learning model for early breast cancer which combines clinical and genetic data in patients treated with neo/adjuvant chemotherapy,journal-article
10.1158/1538-7445.am2023-952,Abstract 952: Prioritizing mutations associated with smoking as a variable in lung cancer precision medicine with immunotherapies,journal-article
10.1158/1538-7445.am2023-3196,Abstract 3196: Subtype-specific targeting of cell surfaceome with CAR T therapies in small cell lung cancer,journal-article
10.1158/1538-7445.am2023-4982,Abstract 4982: The somatic mutation signature detected in gynecological mucosal melanoma,journal-article
